"seqn","indfmmpi","indfmmpc","inq300","ind310"
136223,3.17,3,1,NA
136224,1.27,1,2,2
136225,3.2,3,1,NA
136226,NA,9,1,NA
136227,2.9,3,2,5
136228,NA,2,1,NA
136229,1.75,2,2,1
136230,4.7,3,1,NA
136231,4,3,1,NA
136232,0,1,1,NA
136233,1.26,1,2,1
136234,1.38,2,2,2
136235,0.62,1,2,1
136236,2.08,3,1,NA
136237,0.7,1,2,2
136238,NA,9,2,99
136239,4,3,1,NA
136240,NA,NA,NA,NA
136241,NA,1,2,1
136242,1.71,2,2,3
136243,0.44,1,2,1
136244,5,3,1,NA
136245,1.45,2,1,NA
136246,NA,3,1,NA
136247,2,3,2,1
136248,2.41,3,1,NA
136249,1.4,2,2,1
136250,2.65,3,1,NA
136251,0.79,1,2,1
136252,5,3,1,NA
136253,1.56,2,2,99
136254,0.58,1,2,1
136255,2.45,3,2,1
136256,3.79,3,2,1
136257,NA,NA,NA,NA
136258,2.43,3,2,3
136259,0.57,1,2,1
136260,2.53,3,2,2
136261,0.88,1,2,1
136262,1.09,1,2,1
136263,NA,NA,NA,NA
136264,NA,NA,NA,NA
136265,3.93,3,2,1
136266,2.11,3,2,1
136267,2.49,3,2,1
136268,5,3,1,NA
136269,0.33,1,2,1
136270,4.24,3,1,NA
136271,3.13,3,1,NA
136272,5,3,1,NA
136273,1.49,2,1,NA
136274,2.74,3,1,NA
136275,1.67,2,2,2
136276,1.15,1,2,1
136277,0,1,2,1
136278,1.45,2,2,1
136279,0.86,1,2,1
136280,4.1,3,1,NA
136281,5,3,1,NA
136282,5,3,2,1
136283,3.83,3,1,NA
136284,5,3,9,NA
136285,4.32,3,1,NA
136286,3.87,3,1,NA
136287,2.12,3,2,1
136288,NA,NA,NA,NA
136289,1.45,2,2,2
136290,1.18,1,2,1
136291,4.8,3,1,NA
136292,5,3,2,1
136293,2.83,3,1,NA
136294,2.41,3,1,NA
136295,NA,NA,NA,NA
136296,1.21,1,2,2
136297,1.01,1,2,1
136298,1.93,3,1,NA
136299,2.13,3,1,NA
136300,1.03,1,2,1
136301,5,3,1,NA
136302,0.97,1,2,1
136303,NA,NA,NA,NA
136304,2.22,3,2,1
136305,0.72,1,2,1
136306,NA,3,1,NA
136307,3.73,3,2,1
136308,5,3,1,NA
136309,4.59,3,1,NA
136310,1.77,2,2,3
136311,0.88,1,1,NA
136312,5,3,1,NA
136313,3.46,3,1,NA
136314,NA,3,2,1
136315,0.86,1,2,1
136316,NA,NA,NA,NA
136317,NA,NA,NA,NA
136318,0.74,1,2,1
136319,NA,NA,NA,NA
136320,NA,3,1,NA
136321,1.97,3,1,NA
136322,0.74,1,2,1
136323,5,3,1,NA
136324,NA,NA,NA,NA
136325,NA,9,2,1
136326,4.42,3,1,NA
136327,0.74,1,2,1
136328,5,3,2,1
136329,5,3,1,NA
136330,1.11,1,2,1
136331,2.43,3,2,1
136332,3.93,3,1,NA
136333,0.36,1,2,1
136334,2.13,3,2,1
136335,3.13,3,2,1
136336,2.82,3,1,NA
136337,0,1,2,1
136338,NA,1,9,NA
136339,1.51,2,2,1
136340,1.07,1,1,NA
136341,NA,NA,NA,NA
136342,3.67,3,2,4
136343,5,3,1,NA
136344,0,1,2,1
136345,4.87,3,1,NA
136346,0.46,1,2,1
136347,2.96,3,2,3
136348,5,3,1,NA
136349,4.66,3,1,NA
136350,5,3,1,NA
136351,NA,3,7,NA
136352,3.97,3,1,NA
136353,NA,7,7,NA
136354,1.83,2,1,NA
136355,5,3,1,NA
136356,5,3,1,NA
136357,2.88,3,7,NA
136358,5,3,1,NA
136359,1.4,2,2,1
136360,NA,NA,NA,NA
136361,4.59,3,1,NA
136362,3.8,3,1,NA
136363,3.03,3,1,NA
136364,5,3,1,NA
136365,4.34,3,1,NA
136366,5,3,1,NA
136367,0.74,1,2,1
136368,1.86,3,2,2
136369,4.17,3,2,5
136370,1.2,1,2,1
136371,2.96,3,9,NA
136372,0.86,1,2,1
136373,NA,NA,NA,NA
136374,2.83,3,2,1
136375,2.29,3,7,NA
136376,2.4,3,1,NA
136377,3.07,3,2,2
136378,2.4,3,2,2
136379,1.08,1,2,1
136380,NA,NA,NA,NA
136381,NA,9,2,1
136382,0.43,1,2,1
136383,2.62,3,1,NA
136384,0,1,2,1
136385,1.89,3,2,2
136386,4.83,3,1,NA
136387,NA,3,1,NA
136388,NA,NA,NA,NA
136389,1.2,1,2,1
136390,3.28,3,1,NA
136391,4.03,3,1,NA
136392,0.31,1,7,NA
136393,NA,1,2,77
136394,NA,NA,NA,NA
136395,0.24,1,2,1
136396,NA,NA,NA,NA
136397,1.08,1,2,1
136398,0.74,1,2,1
136399,3.47,3,1,NA
136400,0.66,1,2,2
136401,NA,2,2,1
136402,5,3,1,NA
136403,3.75,3,2,1
136404,3.07,3,2,4
136405,5,3,1,NA
136406,5,3,1,NA
136407,0.97,1,2,1
136408,1.41,2,2,1
136409,0.86,1,2,1
136410,0.04,1,2,1
136411,0.55,1,2,1
136412,1.13,1,2,1
136413,3.48,3,1,NA
136414,5,3,2,3
136415,NA,3,1,NA
136416,NA,NA,NA,NA
136417,4.56,3,1,NA
136418,1.15,1,2,1
136419,NA,NA,NA,NA
136420,NA,NA,NA,NA
136421,4.47,3,2,5
136422,2.96,3,2,1
136423,0.92,1,1,NA
136424,0.97,1,2,1
136425,2.8,3,1,NA
136426,NA,2,2,3
136427,NA,NA,NA,NA
136428,2.61,3,2,4
136429,1.17,1,2,2
136430,1.45,2,1,NA
136431,1.77,2,2,1
136432,1.49,2,2,1
136433,0.62,1,2,1
136434,1.19,1,2,1
136435,2.03,3,1,NA
136436,5,3,1,NA
136437,5,3,1,NA
136438,NA,3,7,NA
136439,5,3,1,NA
136440,4.12,3,1,NA
136441,1.56,2,2,3
136442,4.25,3,1,NA
136443,0,1,2,3
136444,2.33,3,2,3
136445,0.36,1,2,1
136446,0.52,1,2,1
136447,NA,9,2,2
136448,2.03,3,1,NA
136449,0.44,1,2,1
136450,NA,NA,NA,NA
136451,4.44,3,1,NA
136452,5,3,1,NA
136453,NA,NA,NA,NA
136454,1.67,2,1,NA
136455,NA,3,2,3
136456,NA,NA,NA,NA
136457,3.96,3,1,NA
136458,2.03,3,1,NA
136459,3.87,3,2,1
136460,0.98,1,2,1
136461,1.98,3,2,1
136462,0.44,1,2,3
136463,1.13,1,2,1
136464,4.83,3,1,NA
136465,5,3,2,5
136466,1.71,2,1,NA
136467,2.41,3,2,1
136468,NA,NA,NA,NA
136469,1.09,1,2,1
136470,NA,NA,NA,NA
136471,0.2,1,2,1
136472,NA,NA,NA,NA
136473,1.06,1,2,1
136474,5,3,1,NA
136475,1.49,2,1,NA
136476,0,1,2,1
136477,NA,3,1,NA
136478,NA,1,2,1
136479,NA,NA,NA,NA
136480,NA,NA,NA,NA
136481,2.49,3,2,1
136482,NA,NA,NA,NA
136483,3.17,3,1,NA
136484,3.24,3,1,NA
136485,3.07,3,2,4
136486,4.42,3,1,NA
136487,3.1,3,1,NA
136488,NA,NA,NA,NA
136489,5,3,1,NA
136490,5,3,1,NA
136491,1.04,1,2,1
136492,1.64,2,2,2
136493,0.74,1,2,1
136494,NA,9,9,NA
136495,0.52,1,2,1
136496,5,3,1,NA
136497,NA,3,1,NA
136498,NA,1,2,1
136499,NA,NA,NA,NA
136500,0.72,1,2,1
136501,2.21,3,2,1
136502,0.33,1,2,3
136503,2.46,3,2,1
136504,4.26,3,1,NA
136505,1.29,1,2,1
136506,NA,NA,NA,NA
136507,1.02,1,2,1
136508,5,3,1,NA
136509,2.38,3,9,NA
136510,NA,NA,NA,NA
136511,3.2,3,1,NA
136512,5,3,1,NA
136513,NA,NA,NA,NA
136514,2.09,3,2,2
136515,2.43,3,2,1
136516,NA,NA,NA,NA
136517,0.92,1,2,1
136518,2,3,2,1
136519,NA,1,2,1
136520,1.48,2,2,1
136521,0.56,1,2,1
136522,0.26,1,2,2
136523,NA,3,1,NA
136524,0.97,1,2,1
136525,2.66,3,1,NA
136526,1.3,1,1,NA
136527,2.43,3,1,NA
136528,4.86,3,1,NA
136529,3.62,3,2,1
136530,5,3,1,NA
136531,NA,3,1,NA
136532,2.38,3,1,NA
136533,NA,NA,NA,NA
136534,3.7,3,1,NA
136535,4.66,3,1,NA
136536,2.62,3,1,NA
136537,1.61,2,2,1
136538,0.57,1,2,1
136539,4.42,3,1,NA
136540,2.08,3,2,2
136541,5,3,1,NA
136542,NA,9,2,4
136543,NA,NA,NA,NA
136544,NA,NA,NA,NA
136545,3.17,3,1,NA
136546,0.78,1,2,1
136547,5,3,1,NA
136548,0.81,1,2,1
136549,2.65,3,2,2
136550,NA,3,2,2
136551,NA,2,2,1
136552,1.3,1,2,1
136553,NA,NA,NA,NA
136554,NA,NA,NA,NA
136555,1.4,2,2,1
136556,1.86,3,2,1
136557,5,3,1,NA
136558,1.31,2,2,1
136559,1.71,2,2,1
136560,5,3,1,NA
136561,2.73,3,1,NA
136562,NA,NA,NA,NA
136563,1.61,2,1,NA
136564,2.16,3,2,3
136565,1.52,2,2,1
136566,2.75,3,1,NA
136567,5,3,1,NA
136568,2.06,3,1,NA
136569,0.46,1,2,1
136570,NA,NA,NA,NA
136571,4.42,3,1,NA
136572,1.38,2,1,NA
136573,1.95,3,2,1
136574,0.72,1,2,1
136575,5,3,2,3
136576,1.89,3,2,2
136577,5,3,2,2
136578,1.19,1,2,1
136579,1.8,2,1,NA
136580,0.44,1,2,1
136581,2.19,3,2,1
136582,3.36,3,2,1
136583,0.95,1,2,1
136584,0.77,1,2,4
136585,3.47,3,1,NA
136586,1.89,3,1,NA
136587,NA,2,2,3
136588,4.56,3,1,NA
136589,2.03,3,1,NA
136590,2.08,3,2,1
136591,NA,NA,NA,NA
136592,2.62,3,1,NA
136593,NA,1,2,1
136594,0.86,1,2,1
136595,NA,3,2,2
136596,0.68,1,2,1
136597,1.55,2,2,3
136598,2.8,3,2,2
136599,1.97,3,2,1
136600,0,1,2,1
136601,1.38,2,2,1
136602,1.04,1,2,1
136603,NA,NA,NA,NA
136604,2.03,3,1,NA
136605,NA,3,1,NA
136606,1.51,2,2,1
136607,0.8,1,2,1
136608,1.95,3,1,NA
136609,NA,1,2,1
136610,NA,NA,NA,NA
136611,5,3,1,NA
136612,0.6,1,2,1
136613,NA,9,2,1
136614,NA,NA,NA,NA
136615,0.6,1,2,2
136616,5,3,1,NA
136617,2.41,3,1,NA
136618,2.73,3,2,1
136619,0,1,2,1
136620,NA,7,7,NA
136621,1.97,3,2,1
136622,1.37,2,2,1
136623,5,3,1,NA
136624,3.65,3,1,NA
136625,2.43,3,2,1
136626,3.65,3,1,NA
136627,0.69,1,2,77
136628,1.83,2,1,NA
136629,1.57,2,2,5
136630,0.86,1,2,1
136631,NA,3,2,5
136632,0.59,1,2,1
136633,NA,NA,NA,NA
136634,3.71,3,2,1
136635,1.66,2,7,NA
136636,NA,3,1,NA
136637,5,3,1,NA
136638,5,3,1,NA
136639,4.62,3,2,4
136640,2.6,3,2,2
136641,2.16,3,1,NA
136642,0.73,1,1,NA
136643,1.31,2,2,2
136644,1.38,2,2,1
136645,4,3,1,NA
136646,1.91,3,2,4
136647,0.91,1,2,1
136648,NA,NA,NA,NA
136649,0.73,1,2,1
136650,3.09,3,1,NA
136651,1.77,2,2,1
136652,3.1,3,1,NA
136653,1.54,2,2,2
136654,0.16,1,2,1
136655,2.41,3,1,NA
136656,1.24,1,2,1
136657,4.13,3,1,NA
136658,2,3,1,NA
136659,1.49,2,1,NA
136660,NA,NA,NA,NA
136661,1.38,2,2,1
136662,1.91,3,2,1
136663,NA,3,1,NA
136664,1.15,1,2,1
136665,0.55,1,2,1
136666,1.48,2,2,2
136667,1.07,1,2,3
136668,2.13,3,2,2
136669,NA,NA,NA,NA
136670,2.96,3,1,NA
136671,5,3,2,5
136672,1.28,1,1,NA
136673,NA,1,2,1
136674,2.72,3,1,NA
136675,5,3,1,NA
136676,NA,NA,NA,NA
136677,NA,9,1,NA
136678,2.81,3,1,NA
136679,4.37,3,1,NA
136680,5,3,1,NA
136681,NA,1,2,99
136682,5,3,1,NA
136683,1.33,2,2,1
136684,1.51,2,2,1
136685,1.39,2,2,5
136686,2.21,3,1,NA
136687,NA,1,2,1
136688,1.41,2,2,4
136689,0.44,1,2,1
136690,3.36,3,1,NA
136691,NA,NA,NA,NA
136692,NA,NA,NA,NA
136693,3.41,3,2,2
136694,1.36,2,2,77
136695,0.62,1,2,1
136696,2.77,3,7,NA
136697,0.82,1,1,NA
136698,1.11,1,2,3
136699,2.56,3,2,1
136700,NA,2,1,NA
136701,0.92,1,2,1
136702,5,3,1,NA
136703,0,1,2,1
136704,NA,NA,NA,NA
136705,1.57,2,2,1
136706,0.18,1,2,1
136707,1.85,2,2,77
136708,1.58,2,2,1
136709,0.46,1,2,1
136710,1.37,2,2,1
136711,1.29,1,2,2
136712,NA,1,2,1
136713,5,3,1,NA
136714,1.04,1,2,1
136715,3.2,3,2,2
136716,NA,9,2,99
136717,5,3,1,NA
136718,5,3,1,NA
136719,1.02,1,2,2
136720,5,3,1,NA
136721,0.46,1,2,1
136722,4.51,3,2,5
136723,5,3,1,NA
136724,2.43,3,1,NA
136725,NA,2,1,NA
136726,NA,NA,NA,NA
136727,5,3,1,NA
136728,2.43,3,2,1
136729,5,3,1,NA
136730,5,3,7,NA
136731,NA,NA,NA,NA
136732,5,3,1,NA
136733,0.17,1,2,1
136734,1.36,2,2,1
136735,2.03,3,1,NA
136736,5,3,1,NA
136737,0.68,1,2,1
136738,0.66,1,2,1
136739,5,3,1,NA
136740,4.36,3,2,5
136741,0.37,1,2,1
136742,4.83,3,1,NA
136743,0,1,2,1
136744,5,3,1,NA
136745,5,3,1,NA
136746,NA,3,1,NA
136747,1.08,1,2,1
136748,1.68,2,2,1
136749,0.46,1,2,1
136750,4.26,3,1,NA
136751,4.83,3,1,NA
136752,NA,3,1,NA
136753,0.09,1,2,2
136754,2.63,3,2,1
136755,NA,1,2,1
136756,4.32,3,1,NA
136757,1.58,2,1,NA
136758,4.17,3,1,NA
136759,NA,NA,NA,NA
136760,1.97,3,2,4
136761,NA,3,1,NA
136762,5,3,1,NA
136763,5,3,1,NA
136764,NA,9,1,NA
136765,5,3,1,NA
136766,4.32,3,1,NA
136767,NA,7,7,NA
136768,1.3,1,1,NA
136769,5,3,1,NA
136770,3.28,3,1,NA
136771,1.15,1,2,1
136772,NA,2,2,1
136773,1.61,2,2,1
136774,1.32,2,2,1
136775,2,3,1,NA
136776,NA,3,1,NA
136777,NA,3,2,99
136778,NA,NA,NA,NA
136779,4.87,3,1,NA
136780,2.51,3,1,NA
136781,1.02,1,2,2
136782,NA,9,9,NA
136783,5,3,1,NA
136784,5,3,1,NA
136785,1.65,2,2,1
136786,2.09,3,2,2
136787,3.24,3,1,NA
136788,4.26,3,1,NA
136789,4.12,3,1,NA
136790,2.9,3,1,NA
136791,4.59,3,1,NA
136792,NA,NA,NA,NA
136793,0.97,1,2,1
136794,0.79,1,2,1
136795,NA,7,7,NA
136796,NA,NA,NA,NA
136797,0.33,1,2,1
136798,5,3,1,NA
136799,5,3,1,NA
136800,5,3,1,NA
136801,2.95,3,1,NA
136802,1.89,3,1,NA
136803,3.6,3,1,NA
136804,NA,9,2,1
136805,1.48,2,2,1
136806,1.32,2,2,1
136807,1.51,2,9,NA
136808,NA,NA,NA,NA
136809,NA,NA,NA,NA
136810,1.92,3,2,1
136811,4.8,3,1,NA
136812,5,3,1,NA
136813,0,1,2,1
136814,1.56,2,2,1
136815,NA,3,1,NA
136816,2.03,3,1,NA
136817,2.41,3,1,NA
136818,5,3,1,NA
136819,NA,NA,NA,NA
136820,1.86,3,7,NA
136821,1.3,1,2,1
136822,3.46,3,2,1
136823,3.87,3,1,NA
136824,0.82,1,2,1
136825,5,3,2,5
136826,1.58,2,1,NA
136827,NA,3,1,NA
136828,0.99,1,2,1
136829,NA,NA,NA,NA
136830,0,1,2,1
136831,2,3,2,1
136832,4.94,3,2,5
136833,NA,9,2,99
136834,NA,NA,NA,NA
136835,2.22,3,1,NA
136836,5,3,1,NA
136837,1.45,2,2,1
136838,3.93,3,1,NA
136839,1.64,2,2,1
136840,0.44,1,1,NA
136841,1.68,2,2,1
136842,1.08,1,2,1
136843,1.84,2,1,NA
136844,4.32,3,1,NA
136845,0.86,1,2,1
136846,0.77,1,2,1
136847,3.18,3,2,1
136848,0.04,1,2,1
136849,2.41,3,1,NA
136850,0.78,1,2,1
136851,NA,NA,NA,NA
136852,5,3,1,NA
136853,1.28,1,2,3
136854,NA,NA,NA,NA
136855,5,3,1,NA
136856,5,3,1,NA
136857,1.88,3,1,NA
136858,0.43,1,2,1
136859,5,3,1,NA
136860,1.8,2,2,1
136861,2.16,3,1,NA
136862,0.9,1,2,1
136863,NA,3,1,NA
136864,NA,NA,NA,NA
136865,4.26,3,2,4
136866,NA,NA,NA,NA
136867,NA,NA,NA,NA
136868,NA,9,2,1
136869,3.1,3,2,1
136870,0.22,1,2,1
136871,1.45,2,2,1
136872,1.22,1,2,1
136873,NA,1,2,1
136874,4.1,3,1,NA
136875,1.51,2,2,1
136876,5,3,1,NA
136877,0.23,1,2,1
136878,NA,3,7,NA
136879,0.88,1,2,1
136880,NA,3,7,NA
136881,2.61,3,9,NA
136882,2.78,3,2,1
136883,2.55,3,1,NA
136884,2,3,1,NA
136885,0.95,1,2,1
136886,3.03,3,2,1
136887,3.65,3,2,2
136888,0,1,2,3
136889,5,3,1,NA
136890,5,3,1,NA
136891,1.77,2,2,1
136892,NA,3,1,NA
136893,2.4,3,1,NA
136894,1.54,2,2,3
136895,0.93,1,2,1
136896,NA,NA,NA,NA
136897,3.23,3,2,1
136898,4.62,3,2,4
136899,0,1,2,1
136900,2.61,3,7,NA
136901,2.12,3,2,2
136902,0.82,1,2,1
136903,0.95,1,2,1
136904,5,3,1,NA
136905,NA,1,9,NA
136906,1.96,3,2,1
136907,NA,9,2,1
136908,NA,1,2,1
136909,1.38,2,2,1
136910,5,3,1,NA
136911,5,3,1,NA
136912,0.24,1,2,1
136913,3.2,3,1,NA
136914,1,1,2,1
136915,1.36,2,2,1
136916,NA,3,1,NA
136917,5,3,2,2
136918,1.83,2,1,NA
136919,1.64,2,2,1
136920,5,3,1,NA
136921,2.65,3,1,NA
136922,NA,3,9,NA
136923,0.87,1,2,1
136924,NA,2,7,NA
136925,NA,2,7,NA
136926,5,3,1,NA
136927,NA,7,1,NA
136928,1.31,2,2,1
136929,5,3,1,NA
136930,NA,7,2,1
136931,1.86,3,1,NA
136932,4.1,3,1,NA
136933,NA,2,2,1
136934,4.13,3,7,NA
136935,NA,NA,NA,NA
136936,2.76,3,1,NA
136937,3.38,3,2,2
136938,5,3,1,NA
136939,NA,NA,NA,NA
136940,NA,NA,NA,NA
136941,0.81,1,2,1
136942,NA,3,1,NA
136943,1.47,2,2,1
136944,0.15,1,2,1
136945,2.4,3,2,2
136946,2.41,3,2,1
136947,5,3,2,2
136948,5,3,1,NA
136949,NA,NA,NA,NA
136950,1.37,2,2,1
136951,1.01,1,1,NA
136952,0,1,1,NA
136953,2.1,3,2,1
136954,0.84,1,2,2
136955,NA,3,1,NA
136956,1.31,2,2,1
136957,NA,NA,NA,NA
136958,4,3,2,5
136959,1.19,1,2,1
136960,2.73,3,1,NA
136961,0.44,1,1,NA
136962,2.22,3,1,NA
136963,3.8,3,2,1
136964,2.61,3,1,NA
136965,NA,NA,NA,NA
136966,1.31,2,1,NA
136967,2.61,3,2,1
136968,3.97,3,1,NA
136969,0.3,1,2,1
136970,1.93,3,2,2
136971,2.62,3,2,99
136972,1.41,2,1,NA
136973,1.13,1,2,3
136974,5,3,1,NA
136975,4.94,3,1,NA
136976,3.73,3,2,4
136977,2.65,3,2,2
136978,NA,3,1,NA
136979,NA,NA,NA,NA
136980,5,3,1,NA
136981,5,3,2,4
136982,1.2,1,1,NA
136983,3.13,3,1,NA
136984,2.56,3,1,NA
136985,1.71,2,1,NA
136986,NA,NA,NA,NA
136987,1.81,2,1,NA
136988,4.59,3,1,NA
136989,0.68,1,2,1
136990,5,3,2,3
136991,NA,NA,NA,NA
136992,3.46,3,1,NA
136993,3.29,3,1,NA
136994,1.52,2,2,1
136995,1.04,1,2,1
136996,4.06,3,1,NA
136997,1.8,2,2,5
136998,5,3,1,NA
136999,1.79,2,2,2
137000,1.56,2,2,3
137001,2.59,3,2,1
137002,2.2,3,2,1
137003,1.51,2,1,NA
137004,NA,NA,NA,NA
137005,NA,NA,NA,NA
137006,NA,NA,NA,NA
137007,2.45,3,2,2
137008,1.61,2,2,1
137009,0.51,1,2,1
137010,NA,1,2,1
137011,3.36,3,2,1
137012,1.97,3,2,1
137013,NA,7,1,NA
137014,NA,NA,NA,NA
137015,3.53,3,2,1
137016,5,3,1,NA
137017,NA,NA,NA,NA
137018,0.67,1,2,1
137019,2.59,3,1,NA
137020,1.73,2,2,1
137021,0.18,1,2,1
137022,2.33,3,1,NA
137023,3.2,3,1,NA
137024,0.76,1,2,1
137025,5,3,1,NA
137026,1.33,2,2,1
137027,NA,2,9,NA
137028,1.54,2,2,1
137029,NA,9,9,NA
137030,0.97,1,2,99
137031,3.73,3,2,5
137032,0.67,1,2,1
137033,1.75,2,2,1
137034,2.7,3,2,3
137035,1.34,2,2,3
137036,NA,3,9,NA
137037,1.57,2,2,1
137038,2.08,3,2,1
137039,1.18,1,1,NA
137040,1.68,2,2,1
137041,NA,NA,NA,NA
137042,1.24,1,2,1
137043,1.31,2,2,1
137044,4.34,3,1,NA
137045,NA,2,7,NA
137046,2.07,3,1,NA
137047,1.36,2,2,3
137048,5,3,1,NA
137049,NA,NA,NA,NA
137050,5,3,1,NA
137051,3.29,3,1,NA
137052,0.82,1,2,1
137053,1.16,1,2,1
137054,1.94,3,2,1
137055,2.95,3,1,NA
137056,1.7,2,1,NA
137057,2.4,3,1,NA
137058,1.82,2,2,1
137059,2.41,3,1,NA
137060,0.44,1,2,1
137061,NA,3,1,NA
137062,2.17,3,2,1
137063,2.61,3,2,1
137064,1.44,2,9,NA
137065,2.03,3,1,NA
137066,1.73,2,2,4
137067,1.79,2,2,5
137068,3.46,3,2,3
137069,0.7,1,2,1
137070,4.32,3,1,NA
137071,NA,1,2,1
137072,NA,NA,NA,NA
137073,1.84,2,1,NA
137074,5,3,1,NA
137075,5,3,1,NA
137076,NA,9,1,NA
137077,1.48,2,2,3
137078,NA,NA,NA,NA
137079,3.38,3,1,NA
137080,NA,NA,NA,NA
137081,1.35,2,2,1
137082,0.78,1,2,1
137083,5,3,1,NA
137084,2.61,3,2,1
137085,NA,1,2,1
137086,2.48,3,2,3
137087,5,3,1,NA
137088,NA,3,1,NA
137089,2.17,3,2,3
137090,NA,1,2,3
137091,2.3,3,2,1
137092,1.15,1,2,1
137093,0.92,1,2,2
137094,3.53,3,1,NA
137095,NA,NA,NA,NA
137096,NA,2,1,NA
137097,4.32,3,1,NA
137098,NA,NA,NA,NA
137099,4.25,3,1,NA
137100,0.8,1,1,NA
137101,0.1,1,2,1
137102,2.6,3,1,NA
137103,5,3,1,NA
137104,5,3,1,NA
137105,0.91,1,2,1
137106,0.77,1,2,1
137107,4.24,3,1,NA
137108,2.61,3,1,NA
137109,0.77,1,2,1
137110,3.29,3,1,NA
137111,1.5,2,2,1
137112,2.39,3,2,2
137113,1.31,2,2,1
137114,NA,NA,NA,NA
137115,3.11,3,1,NA
137116,2.92,3,2,4
137117,NA,NA,NA,NA
137118,0.6,1,2,1
137119,1.38,2,1,NA
137120,NA,NA,NA,NA
137121,2.08,3,1,NA
137122,2.22,3,2,1
137123,2.43,3,1,NA
137124,5,3,2,3
137125,5,3,2,4
137126,1.51,2,2,1
137127,1.73,2,2,1
137128,5,3,2,4
137129,1.97,3,1,NA
137130,1.31,2,2,1
137131,1.28,1,1,NA
137132,NA,NA,NA,NA
137133,0,1,1,NA
137134,0.96,1,2,2
137135,NA,NA,NA,NA
137136,5,3,1,NA
137137,2.61,3,2,1
137138,1.15,1,1,NA
137139,1.22,1,2,1
137140,0.58,1,2,1
137141,0.92,1,2,1
137142,NA,NA,NA,NA
137143,3.53,3,1,NA
137144,NA,NA,NA,NA
137145,NA,7,7,NA
137146,NA,NA,NA,NA
137147,1.11,1,2,1
137148,1.93,3,2,1
137149,NA,3,1,NA
137150,0.79,1,1,NA
137151,0.86,1,2,1
137152,NA,NA,NA,NA
137153,1.94,3,2,1
137154,3.54,3,1,NA
137155,2.56,3,1,NA
137156,2.16,3,1,NA
137157,4.8,3,1,NA
137158,1.11,1,2,1
137159,1.94,3,1,NA
137160,4.59,3,1,NA
137161,1.23,1,2,1
137162,2.22,3,2,1
137163,4,3,1,NA
137164,NA,3,2,1
137165,0.68,1,2,1
137166,NA,3,1,NA
137167,2.57,3,1,NA
137168,4.59,3,1,NA
137169,NA,NA,NA,NA
137170,2.61,3,2,1
137171,0.41,1,2,1
137172,0.51,1,2,1
137173,NA,NA,NA,NA
137174,NA,1,2,1
137175,2.73,3,2,1
137176,5,3,1,NA
137177,5,3,1,NA
137178,2.21,3,7,NA
137179,0.93,1,2,1
137180,1.3,1,1,NA
137181,3.1,3,2,2
137182,1.25,1,2,5
137183,0.83,1,2,1
137184,4.42,3,2,3
137185,1.93,3,2,2
137186,4.75,3,1,NA
137187,NA,3,1,NA
137188,NA,3,2,3
137189,1.73,2,1,NA
137190,4.69,3,2,2
137191,NA,2,2,4
137192,NA,NA,NA,NA
137193,0.85,1,1,NA
137194,NA,NA,NA,NA
137195,NA,NA,NA,NA
137196,NA,NA,NA,NA
137197,1.2,1,2,1
137198,4.59,3,2,3
137199,5,3,1,NA
137200,3.44,3,1,NA
137201,1.04,1,2,1
137202,5,3,2,1
137203,4.94,3,2,1
137204,5,3,1,NA
137205,NA,NA,NA,NA
137206,1.85,2,2,1
137207,1.75,2,2,1
137208,0.69,1,2,2
137209,0.79,1,7,NA
137210,3.85,3,1,NA
137211,NA,1,2,1
137212,NA,NA,NA,NA
137213,3.65,3,2,3
137214,1.73,2,2,4
137215,4.1,3,2,2
137216,1.65,2,2,1
137217,1.73,2,2,1
137218,NA,NA,NA,NA
137219,NA,3,1,NA
137220,NA,2,2,99
137221,1.06,1,2,1
137222,5,3,1,NA
137223,NA,1,2,1
137224,NA,NA,NA,NA
137225,1.67,2,2,1
137226,NA,NA,NA,NA
137227,3.44,3,2,77
137228,NA,1,2,1
137229,1.1,1,2,1
137230,4.59,3,2,2
137231,3.29,3,2,4
137232,2.13,3,7,NA
137233,0.88,1,2,2
137234,3.98,3,2,1
137235,0.74,1,2,1
137236,2.81,3,1,NA
137237,0.62,1,2,1
137238,0.71,1,2,1
137239,5,3,1,NA
137240,3.53,3,1,NA
137241,5,3,2,1
137242,1.51,2,1,NA
137243,5,3,2,1
137244,1.2,1,2,4
137245,0.86,1,2,1
137246,NA,NA,NA,NA
137247,2.9,3,1,NA
137248,3.29,3,1,NA
137249,1.6,2,1,NA
137250,0.7,1,2,2
137251,3.95,3,1,NA
137252,3.29,3,1,NA
137253,4.59,3,1,NA
137254,NA,NA,NA,NA
137255,3.79,3,1,NA
137256,3.7,3,1,NA
137257,5,3,1,NA
137258,NA,1,2,3
137259,5,3,1,NA
137260,4.76,3,1,NA
137261,NA,NA,NA,NA
137262,5,3,1,NA
137263,2.65,3,2,1
137264,NA,3,1,NA
137265,2.8,3,1,NA
137266,NA,2,1,NA
137267,2.07,3,1,NA
137268,3.83,3,2,1
137269,0.65,1,2,1
137270,NA,1,2,1
137271,2.73,3,1,NA
137272,NA,NA,NA,NA
137273,2.08,3,2,2
137274,4.15,3,1,NA
137275,NA,3,1,NA
137276,5,3,1,NA
137277,NA,NA,NA,NA
137278,4.59,3,1,NA
